,Movie_Session,Movie_Tittle,Type,Comment_Content,Link
43,25,七劍 Seven Swords,Best Film,"Well, what to say what has not been said yet, saying that it's a magnificent masterpiece is just an understatement.

Beautiful, barbarian, sublime, lyrical, except for its cinematic scope it has nothing in common with profit-driven, highly flawed swordplay film ""Crouching Tiger, Hidden Dragon"" that has brought nothing interesting and fresh to the genre except for the obvious commercialization.

This movie was excellent, and really I cannot see how anyone who doesn't have ADD or any humanity cannot sit down and watch this movie.

A nice example of another re-invention of the Chinese swordplay movies. Seven Swords is also one of the bigger films of this genre since The Blade and the films of the Shaw Brothers.

The only thing I disliked was Donnie Yen (the only flaw on this film was the casting of his character)

I saw this film with a couple of friends, and let me tell you that it was vividly seen on their eyes that every single one was totally mesmerized by this, later we were talking mostly just about this film the whole week.

As for comparisons to Seven Samurai, while I must say I love that movie as well, I think this one has much more depth and raw humanity. It's much more emotional and inspirational to life... at least to me certainly.

This is out of question the cinematic accomplishment of the highest proportions.",https://www.imdb.com/review/rw1383330/?ref_=tt_urv
44,25,七劍） Eddy Wong,Best Art Direction,"As I have never seen a Tsui Hark film or am familiar with any of the Asian actors in this film, I watched Seven Swords without any expectations. This movie has however, far exceeded my expectations. I was preparing myself to see another version of Crouching Tiger but was surprised to see a movie with a great story line, drama, and the best action that I have seen in a long time. My favorite characters would definitely have been the Wind Fire and Chu. Each character had a sad part of their life that made them so much human. The action, although very fast paced, made the viewer feel as though they were part of the fight and the moves much more realistic than flying to the top of a building. I am hooked and look forward to more Tsui Hark movies",https://www.imdb.com/review/rw1305617/?ref_=tt_urv
45,25,Peter Webb （七劍） (Seven Swords),Best Visual Effects,"What i've seen simply can not be fully described, it's a movie full of emotions and heroism. Whoever directed this movie knows his craft even more than Kurosawa and Godard ever did. Incidentally when i already mentioned J.L.Godard, i must admit that i'm a bit perplexed why so many European critics constantly comparing this film to Godard's style... i don't remember Godard ever did an epic film like this. Anyway, this wuxia film cares more about the characters than most of the films of this genre i've seen in the past, including Touch of Zen or One-armed Swordsman, this gives them a very good development throughout the film.

Of course, the movie has a very challenging nature right from the very beginning as to the way how some of the fight scenes and story development being treated on the film. What i liked the most was the second half of the film because only then it started to give the meaning what the film is about... the characters! Not one scene or just a one single second of the film is wasted, everything there has the reason and meaning. The romance as much as the action of the film are evidently the most important and the most effective. It kind of shows the viewers that the romantic sub-plots is what this whole series is supposed to be about. Honestly, i found myself crying several times during the film, especially in the middle when Zhang Jingchu talks about love with so-yeon Kim, that scene is almost unbearable in terms of the emotional intensity induced mostly just by looking at both actresses's eyes and facial expressions and almost no dialogue(!)... strictly genius! Another (almost) cry inducing scene is right at the end when Hanzhiban decides which way to go, which is clearly one of the most important and emotional moments in the film.

The fact that this movie is in no way some popcorn is also one of the aspects i admired very much because it's much more demanding than usual wuxia films were used to be in the past. It tries to carry several strong messages and images that can very easily grave in your mind, so i must warn you all that it's a very memorable film that you won't certainly forget so soon.

The movie is an obvious antithesis to Crouching Tiger, Hidden Dragon, Hero or House of Flying Daggers, strictly speaking, it's one of the most realistic wuxia films out there and far better than any one of those futile attempts at this genre. But on the other hand this is also a movie that relies on the imagination and acuity of intelligence of the viewer. What we have here is a very intelligent movie that goes against many expectations as i noticed, and that's a good sign i think because i believe that best and the strongest films are usually those that situate themselves on the border between love and hate.

However, be aware that if you find yourself entirely immersed in this fictional world of seven swords throughout the movie you won't be disappointed in its powerful end... and trust me, it'll leave you wanting more. A perfect testament of the perfect movie! It's without any doubt one of the best wuxia films that appeared in the recent years but i'm sure that only the time will tell that it's probably destined to be the best wuxia film in the Asian film-making history. Just wait if you want or see this fascinating and magnificent jewel immediately!",https://www.imdb.com/review/rw1328271/?ref_=tt_urv
46,24,2046 ,Best Film,"2046 was directed by Kar Wai Wong, who also directed In the Mood for Love. This film is also lyrical, deliberately paced, and very romantic.

Without giving too much away, the film takes place in Hong Kong and Singapore in the 60's. The main character, Chow, is a writer and womanizer. Part of the story takes place in his work, a science fiction tale called 2046.

The story is told out of sequence, with past and present jumbled. In a clever use of irony, we gradually understand that the future is being used to tell the past. Some scenes are presented early, in a way that is confusing until the context is presented later.

There are 3 female characters who are in his life, and the story is segmented accordingly.

The cinematography is beautiful. Interestingly, Wong uses 3 colors nearly exclusively: Blood red, sea green, and yellow. Sometimes he will use light to make those colors stand out, other times it is the objects themselves which are in that color.

I would characterize the story as one of love and loss. There is one poignant scene where, after he realizes what has been happening, he states that timing is crucial in love.

The film is well acted, the characters are understandable if not necessarily ones we can identify with, and the story gradually allows itself to be revealed, a peek here and a peek there, until all the pieces fall into place.

Turn off the lights, cuddle up with a glass of wine, and see this one. Well worth it.",https://www.imdb.com/review/rw1252872/?ref_=tt_urv
47,24,2046 ,Best Art Direction,"Several years in the making and highly anticipated, _2046_ (2004) should pacify director Wong Kar Wai's fans, at least, for its end-of-an-era feel and look. At its core, this is a decidedly (or deceptively) simple movie, in spite of its fractured and non-linear narrative. It tells the tale of an emotionally wrecked man, Chow Mo Wan (played by Tony Leung), a reprised character from Wong's critically acclaimed earlier oeuver, _In the Mood for Love (2000)_, and the many beautiful women he keeps and fails to keep, in a time-space continuance that is laden with sepia-tinted memories: a monologue, if you will, of Chow's torrid love affairs, love spats, and the ensuing heartbreaks resulting, no doubt, from the pangs of a failed liaison Chow is trying to escape. It'd appear that the failed relation with Su Lizhen (Maggie Cheung) in _In the Mood for Love_, who has a ""special appearance"" in this film, has changed Chow irrevocably, which is key to understanding Chow's troubled soul.

But it is not a sequel necessarily, per se, to _In the Mood for Love_. This film can still be watched on its own, though it'd certainly help if you could link moments in _2046_ to the director's earlier works, for it's laden with jumbled continuity (take the character of Lulu, for example, first seen in _Days of Being Wild (1991)_), hidden meanings (read: Neo-Godardian) and other fun stuff, sorta an insider's joke, if you dig such esoteric things. But I digress. And it's been said that this is a culmination of all the previous filmic experience of director Wong (bordering on narcissism); hence its ""end-of-an-era"" feel and look is duly appreciated and a point well taken.

In _2046_, Chow's isn't an easily likable character owing to the frailty and the vagaries of his own personal emotions and peccadilloes, but that makes him only human and real, and his character, believable. Take the following exchange:

Su Lizhen (Gong Li) to Chow Mo Wan (Tony Leung): Do you know my past?

Professional gambler Su (she who is of the same name as that of Maggie's character in _In the Mood for Love_) asked Chow, dissonantly, questioning the latter essentially whether there is a future for the both of them, if he cannot forget his past. And it's for the same reason, or so we're led to believe, that Bai Ling (Zhang Ziyi) is left devastated, as Chow cannot treat her any differently from the scores of other women he's seeing; hence eliciting the following memorable line from Bai which I'm sure speaks to most of us one way or another:

Bai Ling (Zhang Ziyi) to Chow Mo Wan (Tony Leung): You may not like me. But I'll like you all the same.

What fools we are made by love. :)

Contrasting Chow as a man who dwells in the past and in need of closure to move on, Tak (Kimura Takuya) isn't ambiguous when it comes to matters of the heart.

Tak (Kimura Takuya) to Wang Jingwen (Faye Wong): I do not know what your answer may be. (I dread to know.) But I need to know.

Here is a man who is not afraid to love and says his love. And he needs to know if his love is unrequited. And in seeking happiness, the message seems to be that there is no other way. Now why does this remind me of all the sorry tales with which we are all-too-familiar with men-who-cannot-commit-or-decide? :) And so the film is thusly replete with impressions of repeated variations of the same theme: the pointlessness of returning to the past. Which is why we have the following line:

Bai Ling (Zhang Ziyi) to Chow Mo Wan (Tony Leung): Why can't it be like before? (The same reason why nobody returns on the 2046 train, in Chow's sci-fi novel of the same name. Seen in this light, it is also a double-entendre for director Wong: Why can't this film be like the one before in the form of _In the Mood for Love_? Where does he go from here?)

Those familiar with Wong's earlier works will notice his signatures throughout: quick cutting, slow motion, fast motion, freeze frames, black and white, tilt shots, color filters, neon-sign lighting, aided ably by three able cinematographers. Production value of _2046_ is expectedly top-notch. Music by Shigeru Umebayashi is haunting and sets the right mood. Zhang Suping (William Chang Suk Ping) does a wonderful job in creating an enrapturing atmosphere set in the late '60s.

How great it is, in an otherwise desolate world of unease, vulnerability, hopelessness, and pathos, we have directors such as Wong to feast our senses. Highly recommended.",https://www.imdb.com/review/rw0950510/?ref_=tt_urv
48,24,2046 ,Best Visual Effects,"I went to watch 2046 after reading millions and millions of interviews and reviews... seriously, it was really difficult to keep an open mind about a movie as talked about as this... imagine 5 years of anticipation.

I started watching trying my very best to keep an open mind, but after a while... i realize i din have to, gradually, my mind just goes on this journey with the story, gone were the reviews and interviews and comments. During the movie, i did not think about anything else except wat was happening in the movie. There is so much in this movie that i think i could write a novel about it.

This movie is about perceptions and memories. how a memory can dictate the way a person lives his or her life. The stories of the many girls are seen thru the eyes of the charismatic and talented Tony Leung. There are many girls in his life. All these girls have a story, a story as seen and perceived by Zhou Mu Yun. 

The first story would definitely be the story of the first Su Li Zhen (Maggie Cheung) and Zhou Mu Yun, this is the story that shaped Zhou's life, even though in this movie, Maggie only appears in a few shots. but the basis is all laid out in ""In the Mood for Love"". 

The second story is lulu's (Carina Lau) story. The meeting described by Zhou took place in the time span after ""Days of Being Wild"". I find it such a pity that Wong Kar Wai edited out so much of Lulu's story. I would really wish to have seen more of it.

Then there is the story of the second Su Li Zhen in Singapore. The mysterious woman who wears one black glove. Zhou finds new solace in her. Using her to fill up the gap left by the first Su.

The saddest story in in movie will have to be Bai Yun's(ZHang ZiYi). She definite loves Zhou with all her heart, but he treats her like a pro. At some point in the movie, i wanted to slap both Bai and Zhou. Bai for being so lovelorn, and Zhou for being so stupid, the girls he love wouldn't leave with him, now the girl that loves him so much, he refused her over and over.

The last, and definitely my favourite story would definitely be Wong Jing Wen's(Faye Wong), any mandarin speaking person would know that Wong Jing Wen is the moniker Faye Wong went with when she first started singing. Anyway... all these while i never thought Faye could act, but i guess with no anticipation, there wont be disappointment. And Faye proved that her portrayal of the hotel proprietor's daughter. Wong is the only woman in the movie that is not romantically linked to Zhou, although it was hinted that he was in love with her. Wong and her Japanese boyfriend(Takuya Kimura) were in love but Proprietor Wong refused to even meet the boy. Undaunted Takuya asked Wong to leave with him, but her refusal to give him an answer span the very basis of 2046, which Zhou aptly named ""2047"" in the movie. *grinz*

*Self-Indulgent Note* I am the Biggest fan of the late Jeanette Lin Tsai from the 50's Cathay era. And i have always felt that Faye looks a whole lot like her. But i will be kissing the ground that Wong Kar Wai step on, because he managed to capture Jeanette Lin's essence in Faye. Unwittingly no doubt, but it helped me indulged in a memory that i wish to forever keep in 2046.",https://www.imdb.com/review/rw0948844/?ref_=tt_urv
49,23,PTU (PTU),Best Film,"I saw a screening of PTU at UCLA tonight, with the director (and his translator) in attendance. I found the film to be a bit slow in spots, but I was willing to go along with the deliberate pace and slow burn of the film. I think in this country we're way too spoiled on visual chaos, with most studio films thrusting a car chase or a slapstick joke in our face every two minutes or so. It doesn't have to be that way. The film was shot beautifully and there is a quiet cool about the whole thing, very reminiscent of a Lee Marvin vibe as someone else here pointed out.

To did stay to answer questions after the movie, and although this did not alter my opinion of the film it did make me appreciate it even more. It was shot over the course of two years, while he would stop to make other commercial films; some actors gain or lose weight on screen! The budget only came out to $400k U.S. Several of the actors were actually crew people from his other films. One person asked him how he made his cinematography choices (i.e. the constant pools of light) and he laughed and said it was strictly budgetary; they couldn't afford to dress every set and they only had a few overhead lights, so voila! I think the limitations of what they had to work with only make the film stronger, much like Jaws is a better movie because the shark always broke down.",https://www.imdb.com/review/rw0740420/?ref_=tt_urv
50,23,金雞 2 ,Best Art Direction,"
Nov 04, 2012
I didn't hate this movie at all, in fact its heart is definitely in the right place as this is a sweet story about an old prostitute and seeing her ups and downs, using historical Hong Kong events as the backdrop. Whether it be the stock market crash, the economy collapsing, etc. But, and this isn't a slight against the movie itself of course, as I am not from Hong Kong, the film will probably be a whole lot better to people who lived through the same events as Sandra Ng's character did. Perhaps it would resonate emotionally with them the way it didn't with me. And, again, this isn't a slight against the film itself. But the film is still pretty sweet and Sandra Ng does a great job at bringing a lot of heart and warmth to the character. It also helps that she is a very funny woman when she needs to be. Sandra simply adds a lot of likability to the character and she makes the film, in spite of its weaknesses, fun to sit through, even if I wouldn't say that it's a good movie. Another problem with the film is that isn't really all that funny, it has its funny scenes and moments but they're never really truly hilarious. The writing isn't great but, again, it is elevated by Sandra Ng's inspired performance. The movie also looks and feels like a low-budget affair but I can't complain about it too much, because I've seen low-budget films that were excellent. The problem doesn't lie in it feeling and looking low-budget, the problem lies in the quality of the dialogue and the lack of comedy. It isn't all bad, Sandra Ng does a great job in this film and it also has its funny and sweet moments. So while it's not perfect, there's still enough here to make this an average film at best.",https://www.rottentomatoes.com/m/golden_chicken/reviews?type=user
51,23,PTU,Best Visual Effects,"This movie shows the new style of HK action movie and it's directed by arguablely the best HK director today Johnny To, This movie reminds me of Johnny To's other great movie The Mission (1999) and both films have a similar style that is unique from others, definatelly worth watching.",https://www.imdb.com/review/rw0740417/?ref_=tt_urv
52,22,Hero,Best Film,"Some reviewers have suggested that the storyline of this movie is a bit plodding and portentous, and I'd be willing to allow that. But even if this film had absolutely no plot to speak of, I would have considered the money I plunked down yesterday to see ""Hero"" to be money well-spent, because I have been witness to some of the most achingly beautiful film-making I've ever seen. As in ""Crouching Tiger, Hidden Dragon,"" the characters here fly through the air and dance across water, but ""Crouching Tiger"" surely could have benefited from the sublime camera eye of ""Hero."" One scene of swordplay in particular that takes place in a grove of trees amongst swirling yellow leaves almost stopped my heart in my chest: It was that gorgeous. And yes, there is a plot also, one that involves various assassins with names like Sky, and Broken Sword, and Flying Snow. I have to admit that the tales and counter-tales told were a bit confusing at first, but by the time the film is over, all the pieces have fallen into place, and this chapter of ancient Chinese history has assumed a truly mythical quality. At a time when movie theaters show a lot of utter dreck, we ought to be supporting movies like this.",https://www.imdb.com/review/rw0962569/?ref_=tt_urv
53,22,英雄,Best Art Direction,"The concept of this show is about people with special powers similar to mutants in the Marvel universe. And how the characters cope with it and what they decide to do with it. The main drive of this show isn't necessarily the the superpowers, but the subconscious and the philosophical aspects that revolve around power. Unfortunately this is one of those shows that has a very captivating and entertaining first season, but goes downhill from there. It probably has to do with the fact that after the first season it was first planned to introduce new characters with brand new main characters with just Suresh (who is sort of the Beast character from the Marvel universe without the furriness). Which didn't go into effect because they wanted to keep the main cast that become dis-likable and annoying as the seasons drags on. The writer strike could have been a big factor why the show started to go downhill after season 1. I think season 2 was the most boring season of all. Season 3 it sort of picks up, but just about everything is so inconsistent with the story and the character that it takes away a lot form the experience. The 4th season revolves around a mutant carnival and they just seemed to drag that on way too much. And the constant love, hate relationship between Claire Bennet (Hayden Panettiere) and Noah Bennet (Jack Coleman) gets really really annoying...Like super annoying and irritating. As a matter of fact most of the chemistry that starts out strong in the first season goes downhill. The story gets poorly written for each season after one that even the characters decisions and motives makes no sense sometimes. Especially the villains in the shows, including Sylar. And to increase the running time of the show, it has multiple story arcs that doesn't go anywhere. One of the most disappointing part about the show is the showdown between Peter and Sylar. The constant plot-holes and tons of time paradoxes when it comes to time travel doesn't make things better. Overall this is a show that has a good start but gets worse and worse with each installment. Who knows, maybe just maybe the fifth season could have been a boost with the world knowing about super humans and might go in the direction like ""True Blood"" except people with super powers going out into the public. And Sylar's redemption might have been cool to watch. To sum it up it's one of those shows that soars skyward with the first season and spirals downward. I give this show a 6.4/10 because I found some of the philosophical aspects to be intriguing.",https://www.imdb.com/review/rw3038987/?ref_=tt_urv
54,22,想飛,Best Visual Effects,"This is a digitized version of an article from The Times’s print archive, before the start of online publication in 1996. To preserve these articles as they originally appeared, The Times does not alter, edit or update them.

Occasionally the digitization process introduces transcription errors or other problems; we are continuing to work to improve these archived versions.

Bob Logan (Kris Kristofferson) and Ernie Wiatt (Treat Williams) are border-patrol officers in a remote part of southern Texas, which means that it is their job to find things in the desert. During the course of ''Flashpoint,'' which opens today at the National and other theaters, they come across a drug-smuggling operation, a stalled car with two attractive women inside, and a buried jeep containing very mysterious and controversial cargo. It is this last discovery that turns ''Flashpoint'' from a good-humored buddy movie into a conspiracy story - a chilly, paranoid fantasy of a sort no longer fashionable on the screen.

One reason why such films have fallen from favor is the ultimate absurdity of most of the theories they propound. ''Flashpoint'' isn't as far gone as ''Winter Kills,'' which is still the genre's reigning champion, and it has its provocative aspects, but it certainly makes a leap or two. That the audience will be way ahead of the screenplay (by Dennis Shryack and Michael Butler, based on a book by George La Fountaine), not to mention ahead of Logan and Wiatt, doesn't mean that the film is without its surprises. The plot takes enough hairpin turns to keep anyone guessing.

Sign up for the Movies Update Newsletter: A weekly roundup of movie reviews, news, stars and awards-season analysis.

You needn't know that William Tannen, who directed ''Flashpoint,'' is a director of commercials, with credits including the single most expensive advertisement spot ever filmed (it was for Diet Coke) to recognize his command of the advertising idiom. When the officers find a dust-covered car stalled somewhere in the desert, the camera swirls around it as loftily as if this were a brand-new Plymouth in Monument Valley. The whole movie, which was photographed by Peter Moss, looks good, even the scenes that don't have to. An opening scene of Mr. Williams in the shower, as he suffers from a hangover, is all bright, crisp, close-up visuals, in notable contrast to the wretchedness the character is supposed to be feeling.

Mr. Tannen doesn't link the film's two heroes closely, visually or otherwise; though they are supposed to be devoted friends, Mr. Kristofferson's Logan and Mr. Williams's Wiatt are individually striking but don't have much team spirit. However, Mr. Tannen's strength is his ability to grab his audience's interest quickly and to hold on to it, even by the most superficial means. Even when the movie doesn't entirely make sense, it manages to be effective.

As the two women who turn up in the stalled car, Tess Harper and Jean Smart have the most thankless roles. They're window dressing at best, and at worst red herrings, since the hints that they may have something to do with the conspiracy plot come to nothing. This part of the movie revolves around a group of blue-suited Government functionaries, led by the mysterious and rather overdone Carson (Kurtwood Smith), who tells Logan, ''Every morning I wake up and thank God for drugs and subversion and murder - because without them we'd all be out of a job.''

In the face of such cynicism, Mr. Kristofferson and Mr. Williams maintain a tough-guy geniality and an even keel. Each of them makes the most of his relatively narrow role, with Mr. Kristofferson as the seasoned pro given to salty aphorisms, and Mr. Williams as his more idealistic and arrogant young sidekick. Roberts Blossom turns up briefly but effectively as a snappish old coot living in a desert trailer. And Rip Torn has a high old time playing the local sheriff, obviously enjoying both the thickness of his accent and the vagaries of his role. In a closing scene that has him disclosing one last detail of the conspiracy, both Mr. Torn and his character just about take the cake.

Border Patrollers FLASHPOINT, directed by William Tannen; screenplay by Dennis Shryack and Michael Butler; director of photography, Peter Moss; edited by David Garfield; music by Tangerine Dream; produced by Skip Short; released by Tri-Star Pictures. At National, Broadway and 44th Street; 34th Street East, at Second Avenue; 86th Street East, at Third Avenue, and other theaters. Running time: 93 minutes. This film is rated R. LoganKris Kristofferson ErnieTreat Williams Sheriff WellsRip Torn EllenTess Harper DorisJean Smart

Flashpoint


Director
William Tannen

Writers
George LaFountaine (novel), Dennis Shryack, Michael Butler

Stars
Kris Kristofferson, Treat Williams, Rip Torn, Kevin Conway, Kurtwood Smith

Rating
R

Running Time
1h 33m

Genres
Action, Crime, Drama, Mystery, Thriller

Movie data powered by IMDb.com

A version of this article appears in print on Aug. 31, 1984, Section C, Page 6 of the National edition with the headline: SCREEN: 'FLASHPOINT,' WITH KRIS KRISTOFFERSON. Order Reprints | Today’s Paper | Subscribe
Subscribe for $0.50 a week. Limited time offer.

Subscribe for $0.50 a week. Limited time offer.",https://www.nytimes.com/1984/08/31/movies/screen-flashpoint-with-kris-kristofferson.html
55,21,少林足球 (Shaolin Soccer),Best Film,"21 June 2002
KUNG FU + SOCCER = lots of laughs!!

Funny funny funny. And that's coming from a non-soccer fan.

Great performances here in this blend of comedy and high flying soccer action. Stephen Chow as Sing packs one hell of a kick!! His chemistry with Ng Man Tat (Golden Leg) is natural as it is in most of their films together. Plus, Sing's Shaolin brothers provide for a lot of comic relief!! From their soccer training to the championship game, there are really cool kung fu soccer shots, a mix of Matrix/Crouch Tiger special effects and it delivers. Oh, and Vicki Zhao literally steals this in the end (you have to see it).

The Bruce Lee goalie scene is priceless. This movie can definitely be watched several times with even more satisfaction!",https://www.imdb.com/review/rw0814983/?ref_=tt_urv
56,21,男人四十,Best Art Direction,"I've known Ann Hui to be a excellent director for drama films. Most of her film subjects have touch matters such as family dysfunction, ethical and moral dilemmas that afflicts individuals. One of her films Song of Exile (Maggie Cheung) deals with the relationship of a Chinese-Japanese daughter and her Japanese mother. The characters in Ann Hui's films are fleshed out in depth making them 3 dimensional to the audiences.

Lam Yiu Kwok (Jacky Cheung) is a Chinese Literature school teacher who is in his mid-40's (hence the Chinese title 'Lam Yan Sei Saap' literally meaning 'Man At 40'). Despite being educated and graduating successfully, he opted to teach literature thinking that he could inspire his students to appreciate the art. His friends from high school have gone on to own successful businesses, rich corporate executives, and even stockbrokers. Somehow Yiu Kwok feels inadequate when he meets them at a reunion dinner.

His wife Lam Man Ching (the late Anita Mui) is a homemaker blessed with two teenage sons; one in university and another a high schooler. She is caring and loving towards her family. She even shares her husband's passion for literature; they sometimes recite verses of poetry. However she hides a buried secret. It became apparent when her old lover returns into her life; the reason for that secret. He on the other hand is suffering from a terminal disease and she wants to help him out by caring for him till he passes on. Man Ching feels that helping him can resolve old wounds or perhaps she felt vindictive and wanted to laugh at his dying body?

Yiu Kwok is furious that the past wounds has come back to haunt him and Man Ching. This is made even worse when she agreed to care for her dying old flame. He lets her to devices and delves deeper into his teaching. This leads to him forming a relationship to a student (devilishly played by Lam Kar Yan). She is a nubile girl who has the hots for her teacher. Yiu Kwok feels objected to the Lolita-esque affair he is having but can temptation overcome his senses? This leads to Yiu Kwok reevaluating his life and noticing how inadequate it is. The final moments of the film seems to have the characters resolving loose threads but it has also created new life paths that may require a painful sacrifice. I can't help but feel for Yiu Kwok, shedding a tear for Man Ching when both husband and wife came to an inevitable conclusion.

The characters in July Rhapsody has such deep depth, that they could just jump out of the screen; the audience can identify with the issues that are afflicting those individuals. All the actors gave a wonderful performance especially the central characters whose stories are tightly interwoven.

I've never seen Jacky Cheung do a better dramatic performance and did well here. Anita Mui has never failed to light up my eyes whenever she comes on screen. Her poetry recital reminds me of one of her film scenes in Rouge where her character Fleur recites love poems. That film itself was one of Anita's best. For her performance in July Rhapsody, the feeling is bitter sweet as not only did she give a memorable performance, it was also the last film that she ever made.Anita passed on in following late 2003 as a result of cervical cancer. Ironically, the film's conclusion although not that tragically sad had me bawling for Anita as the Chinese community and the rest of the world can never see such an actress like her again.",https://www.imdb.com/review/rw0863741/?ref_=tt_urv
57,21,2002 ,Best Visual Effects,"In Hong Kong, the special force of the police known as 2002 is composed of the twenty-two year-old cop Chiu (Nicholas Tse) and his ghost partner and they fight against supernatural phenomena under the guidance of the mystic Paper Chan (Kar-Ying Law). When his partner reincarnates, the rookie policeman Fung (Stephen Fung) applies for the position; but Paper Chan explains Chiu that the team is to be formed by a man and a spirit, and Chiu has a death star on his hand that dooms his friends to die. Meanwhile, Chiu falls in love for Nurse Danielle (Danielle Graham), but he avoids her to protect her life against the fate of the death star. When the fiend Water Ghost (Alex Fong) possesses Fung seeking revenge against Chiu, he has to battle against the evil spirit trying to protect also his friend.

The melodramatic ""2002"" blends action, sci-fi, fantasy, fight scenes, drama, romance, comedy, free merchandise of a bank and an ice-cream brand and cheap philosophy; the result is an enjoyable, but very confused movie, with weird rules and no explanation for the ghosts and fiends in Hong Kong. The special effects work very well and in the end this film is a good entertainment. My vote is six.",https://www.imdb.com/review/rw1881872/?ref_=tt_urv
58,20,榴槤飄飄 (Durian Durian),Best Film,"I thought Durian Durian was an exceptionally charming film. I believe that in this film Fruit Chan has done what lots of movies fail to do, which is to take on a stereotype character, deal with it and then present its flip side in such a humanising and tender way.

The film is largely about a Chinese call girl in HK, and her exploits are seen through the eyes of a little girl living in the back lanes where the call girl works. while this makes for a half-decent premise, Chan takes the film on an arc midway, just as one begins to settle into the setting and characters, and the film begins to explore a richer, subtler and charming side to this girl's life.

The film starts off feeling very urban - the camera is often hand-held, its movements rapid and its compositions documentary like and voyeuristic. however, as the characters unfold and become more and more well-rounded, so too does Chan's visual style. the cinema verity feel is replaced with a measured, elegant style. stillness and lush winter photography dominate, and by the time the picture ends, one has the feeling of being transported to an entirely different place, seeing before one, an entirely different character.

I enjoyed this film, very, very much. the manner in which it handled the character of the sympathetic prostitute reminds me very much of Jean-luc Godard's treatment of Nana Kleinfrankenheim in Vivre Sa Vie - it was measured, not sappy, in some ways magical, in other ways thoroughly real.

Trust me. this is a good, good film.",https://www.imdb.com/review/rw1005593/?ref_=tt_urv
59,20,花樣年華,Best Art Direction,"I think that New York Times film critic Elvis Mitchell wrote the best one line review of In the Mood for Love when he said that it is ""dizzy with a romantic spirit that's been missing from the cinema forever."" How true those words are! Truly romantic films are so rare these days, while films that include plenty of sex and nudity (which are often portrayed in a smutty and gratuitous manner) abound. So, given this cinematic climate, Wong Kar-wai's latest film feels like a much needed breath of fresh air. In the Mood for Love is about the doomed romance between two neighbors (""Mr. Chow,"" played by Tony Leung and ""Mrs. Chan,"" played by Maggie Cheung), whose spouses are having an illicit affair, as they try ""not to be like them."" But after hanging out with each other on lonely nights (while their spouses are away ""on business""/""taking care of a sick mother""), they fall madly in love, and must resist the temptation of going too far.

Several factors are responsible for making In the Mood for Love a new classic among ""romantic melodramas,"" in the best sense of that term. First, the specific period of the film (i.e. 1960's Hong Kong) is faithfully recreated to an astonishing degree of detail. The clothes (including Maggie Cheung's lovely dresses), the music (e.g. Nat King Cole), and the overall atmosphere of this film evokes a nostalgia for that specific period. Second, Christopher Doyle's award-winning, breathtakingly beautiful cinematography creates an environment which not only envelopes its two main characters, but seems to ooze with romantic longing in every one of its sumptuous, meticulously composed frame. Make no mistake about it: In the Mood for Love was the most gorgeous film of 2001. (It should also be mentioned that Wong Kar-wai's usual hyper-kinetic visual style is (understandably) toned down for this film, although his pallet remain just as colorful.) Third, there is the haunting score by Michael Galasso, which is accompanied by slow motion sequences of, e.g. Chan walking in her elegant dresses, Chan and Chow ""glancing"" at each other as they pass one another on the stairs, and other beautiful scenes which etch themselves into one's memory. The main score--which makes its instruments sound as though they're literally crying--is heard eight times throughout various points in the film and it serves to highlight the sadness and the longing which the two main characters feel. Fourth, Tony Leung and Maggie Cheung both deliver wonderful performances (Leung won the prize for best actor at Cannes) and they manage to generate real chemistry on screen.

The above elements coalesce and work so nicely together to create a film that feels timeless, ""dizzyingly romantic,"" and, in a word, magical. In the Mood for Love, perhaps more than any other film of 2001, reminded me why it is that I love ""going to the movies."" And I guess that is about the highest compliment that I can pay to a film.",https://www.imdb.com/review/rw0406270/?ref_=tt_urv
60,20,特警新人類2 ,Best Visual Effects,"Review: When I saw that Jackie Chan had produced this movie, I was expecting the young actors to be doing some amazing Kung Fu with some great stunts but it turned out to be about a bunch of gun tooting teenagers with an attitude. Its very fast paced and I didn't know who the goodies or the baddies were half the time because everyone kept on killing each other. Anyway, the film is based around Inspector Chan who isn't really taken seriously in his department, so to prove that he can take-down a bunch of arm dealers, he creates a young elite force to work for him. They then go up against the notorious young teenagers who are not afraid to kill whoever crosses them. The gang boss who controls the whole operation, goes toe to toe with the elite force and the showdown at the end is definitely worth a watch. Personally, I switched of from the film after a while because it seemed a bit messy. There was just too much going on at once and the dark tone of the film made it feel a bit seedy. With that aside, I can understand why it went down well in its native country because it does feel like a cult movie but for this day and age, it did seem a bit dated. I also found it hard to connect to any of the characters, except for the inspector who put in a great performance so it has to get the thumbs down from me. Disappointing! Round-Up: This movie was directed by Benny Chan who made the great Shaolin and has directed a few movies with Jackie Chan which include New Police Story, Robin-B-Hood and Who Am I? I recommend this movie to people who are into their action/thriller/comedies starring Nicholas Tse, Stephen Fung, Sam Lee,Eris Tsang, Daniel Wu and Jackie Chan. 3/1",https://www.rottentomatoes.com/m/genx_cops/reviews?type=user
